showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
showrange,movienm,moviecd,NULL,NULL,NULL,NULL
20181129~20181129,도어락,20179230,4126,15,107591000,15657
20181129~20181129,바울,20181171,2892,97,1701263500,215752
20181129~20181129,베일리 어게인,20183073,2693,276,529523600,62140
20181130~20181130,국가부도의 날,20177552,242516,5964,NULL,744635
20181130~20181130,보헤미안 랩소디,20185485,184033,3861,NULL,5426660
20181130~20181130,성난황소,20184481,54861,2382,NULL,1282360
20181130~20181130,후드,20181905,37024,1995,899966274,126765
20181130~20181130,완벽한 타인,20177538,28259,1061,NULL,5056102
20181130~20181130,신비한 동물들과 그린델왈드의 범죄,20176814,20743,776,NULL,2294963
20181130~20181130,거미줄에 걸린 소녀,20183007,4689,557,113174050,15090
20181130~20181130,바울,20181171,4117,111,1732411550,219869
20181130~20181130,베일리 어게인,20183073,3711,274,562602000,65851
20181130~20181130,투 프렌즈,20182966,1781,180,25375850,3758
20181201~20181201,국가부도의 날,20177552,427163,6302,NULL,1171798
20181201~20181201,보헤미안 랩소디,20185485,328050,4725,NULL,5754710
20181201~20181201,성난황소,20184481,87084,2151,NULL,1369444
20181201~20181201,후드,20181905,54017,1691,1370117549,180782
20181201~20181201,완벽한 타인,20177538,41080,1160,NULL,5097182
20181201~20181201,신비한 동물들과 그린델왈드의 범죄,20176814,35764,734,NULL,2330727
20181201~20181201,투 프렌즈,20182966,8541,328,90462300,12299
20181201~20181201,베일리 어게인,20183073,6418,251,619480400,72269
20181201~20181201,거미줄에 걸린 소녀,20183007,5257,404,158843150,20347
20181201~20181201,바울,20181171,3843,109,1764015750,223712
20181202~20181202,국가부도의 날,20177552,400083,6166,NULL,1571881
20181202~20181202,보헤미안 랩소디,20185485,292238,4706,NULL,6046948
20181202~20181202,성난황소,20184481,82221,2086,NULL,1451665
20181202~20181202,후드,20181905,46476,1605,1775841549,227258
20181202~20181202,완벽한 타인,20177538,34861,1154,NULL,5132043
20181202~20181202,신비한 동물들과 그린델왈드의 범죄,20176814,31454,732,NULL,2362181
20181202~20181202,투 프렌즈,20182966,8120,330,153100650,20419
20181202~20181202,베일리 어게인,20183073,6170,246,674691900,78439
20181202~20181202,바울,20181171,6125,119,1812908500,229837
20181202~20181202,거미줄에 걸린 소녀,20183007,4825,385,200609650,25172
20181203~20181203,국가부도의 날,20177552,155844,5837,NULL,1727725
20181203~20181203,보헤미안 랩소디,20185485,111720,4348,NULL,6158668
20181203~20181203,성난황소,20184481,31745,2072,NULL,1483410
20181203~20181203,후드,20181905,17969,1509,1906751249,245227
20181203~20181203,완벽한 타인,20177538,16855,1190,NULL,5148898
20181203~20181203,신비한 동물들과 그린델왈드의 범죄,20176814,9165,680,NULL,2371346
20181203~20181203,거미줄에 걸린 소녀,20183007,2598,409,220170400,27770
20181203~20181203,베일리 어게인,20183073,2067,236,690638600,80506
20181203~20181203,바울,20181171,1814,102,1826761200,231651
20181203~20181203,도어락,20179230,1368,8,121025800,17184
20181204~20181204,국가부도의 날,20177552,144472,5824,NULL,1872197
20181204~20181204,보헤미안 랩소디,20185485,114000,4366,NULL,6272668
20181204~20181204,성난황소,20184481,28533,2037,NULL,1511943
20181204~20181204,완벽한 타인,20177538,17672,1176,NULL,5166570
20181204~20181204,후드,20181905,15299,1503,2020150699,260526
20181204~20181204,신비한 동물들과 그린델왈드의 범죄,20176814,9314,672,NULL,2380660
20181204~20181204,거미줄에 걸린 소녀,20183007,3042,408,242546950,30812
20181204~20181204,도어락,20179230,2858,19,139591700,20042
20181204~20181204,모어 댄 블루,20181764,2524,11,23388000,3710
20181204~20181204,바울,20181171,2212,103,1843731800,233863
20181205~20181205,도어락,20179230,122978,4323,1098738550,143020
20181205~20181205,국가부도의 날,20177552,111993,4461,NULL,1984190
20181205~20181205,보헤미안 랩소디,20185485,96185,3398,NULL,6368853
20181205~20181205,모털 엔진,20178825,45519,2605,386672850,45519
20181205~20181205,성난황소,20184481,10630,845,NULL,1522573
20181205~20181205,완벽한 타인,20177538,9855,594,NULL,5176425
20181205~20181205,런닝맨 : 풀룰루의 역습,20183745,6486,301,61840100,8471
20181205~20181205,후드,20181905,4662,429,2054094399,265188
20181205~20181205,신비한 동물들과 그린델왈드의 범죄,20176814,3982,228,NULL,2384642
20181205~20181205,베일리 어게인,20183073,2185,99,722144700,84648
20181206~20181206,도어락,20179230,112469,3986,1973218750,255489
20181206~20181206,국가부도의 날,20177552,108907,4044,NULL,2093097
20181206~20181206,보헤미안 랩소디,20185485,94068,3148,NULL,6462921
20181206~20181206,호두까기 인형과 4개의 왕국,20189843,36136,1178,289065300,36909
20181206~20181206,모털 엔진,20178825,26922,2269,608236100,72441
20181206~20181206,스윙키즈,20175547,10538,52,99135000,14357
20181206~20181206,완벽한 타인,20177538,8781,477,NULL,5185206
20181206~20181206,성난황소,20184481,8656,623,NULL,1531229
20181206~20181206,헌터 킬러,20183288,5606,428,49641700,6198
20181206~20181206,런닝맨 : 풀룰루의 역습,20183745,3866,270,87478450,12337
20181207~20181207,도어락,20179230,139818,4226,NULL,395307
20181207~20181207,국가부도의 날,20177552,129288,4209,NULL,2222385
20181207~20181207,보헤미안 랩소디,20185485,122108,3295,NULL,6585029
20181207~20181207,호두까기 인형과 4개의 왕국,20189843,36331,1196,597473700,73240
20181207~20181207,모털 엔진,20178825,30250,2132,879797131,102691
20181207~20181207,완벽한 타인,20177538,9401,456,NULL,5194607
20181207~20181207,성난황소,20184481,8858,604,NULL,1540087
20181207~20181207,헌터 킬러,20183288,5769,396,99196700,11967
20181207~20181207,트와이스랜드,20184529,5042,158,57016000,6370
20181207~20181207,런닝맨 : 풀룰루의 역습,20183745,4666,286,121824000,17003
20181208~20181208,국가부도의 날,20177552,256115,4520,NULL,2478500
20181208~20181208,보헤미안 랩소디,20185485,250812,3735,NULL,6835841
20181208~20181208,도어락,20179230,233867,4553,NULL,629174
20181208~20181208,호두까기 인형과 4개의 왕국,20189843,82644,1320,1306925200,155884
20181208~20181208,모털 엔진,20178825,53109,1743,1379080469,155800
20181208~20181208,런닝맨 : 풀룰루의 역습,20183745,49582,694,503243350,66585
20181208~20181208,완벽한 타인,20177538,14782,446,NULL,5209389
20181208~20181208,번개맨의 비밀,20183650,14058,424,159026850,20373
20181208~20181208,성난황소,20184481,13790,511,NULL,1553877
20181208~20181208,헌터 킬러,20183288,9280,317,180191600,21247
20181209~20181209,국가부도의 날,20177552,245798,4451,NULL,2724298
20181209~20181209,보헤미안 랩소디,20185485,224342,3726,NULL,7060183
20181209~20181209,도어락,20179230,198391,4425,NULL,827565
20181209~20181209,호두까기 인형과 4개의 왕국,20189843,74052,1280,1941303600,229936
20181209~20181209,런닝맨 : 풀룰루의 역습,20183745,56288,877,940140950,122873
20181209~20181209,모털 엔진,20178825,47572,1610,1822762269,203372
20181209~20181209,번개맨의 비밀,20183650,14883,417,279041400,35256
20181209~20181209,성난황소,20184481,13387,489,NULL,1567264
20181209~20181209,완벽한 타인,20177538,12904,420,NULL,5222293
20181209~20181209,헌터 킬러,20183288,9203,317,260051000,30450
20181210~20181210,국가부도의 날,20177552,84333,4147,NULL,2808631
20181210~20181210,보헤미안 랩소디,20185485,78044,3472,NULL,7138227
20181210~20181210,도어락,20179230,73418,4130,NULL,900983
20181210~20181210,호두까기 인형과 4개의 왕국,20189843,19211,1111,2088851600,249147
20181210~20181210,모털 엔진,20178825,14755,1447,1943781869,218127
20181210~20181210,완벽한 타인,20177538,6473,474,NULL,5228766
20181210~20181210,스파이더맨: 뉴 유니버스,20183238,5706,460,81568600,9141
20181210~20181210,헌터 킬러,20183288,5529,343,301872550,35979
20181210~20181210,성난황소,20184481,5194,500,NULL,1572458
20181210~20181210,런닝맨 : 풀룰루의 역습,20183745,2579,284,957609600,125452
20181211~20181211,국가부도의 날,20177552,89309,4209,NULL,2897940
20181211~20181211,보헤미안 랩소디,20185485,83529,3485,NULL,7221756
20181211~20181211,도어락,20179230,68035,4084,NULL,969018
20181211~20181211,호두까기 인형과 4개의 왕국,20189843,18498,1104,NULL,267645
20181211~20181211,모털 엔진,20178825,15336,1412,2067297369,233463
20181211~20181211,스파이더맨: 뉴 유니버스,20183238,6459,465,134185200,15600
20181211~20181211,완벽한 타인,20177538,6379,465,NULL,5235145
20181211~20181211,성난황소,20184481,5279,494,NULL,1577737
20181211~20181211,헌터 킬러,20183288,5015,340,339261750,40994
20181211~20181211,스윙키즈,20175547,4702,14,166906000,23867
20181212~20181212,국가부도의 날,20177552,85784,3640,NULL,2983724
20181212~20181212,보헤미안 랩소디,20185485,82993,3082,NULL,7304749
20181212~20181212,도어락,20179230,66503,3402,NULL,1035521
20181212~20181212,스파이더맨: 뉴 유니버스,20183238,40476,2720,447343250,56076
20181212~20181212,호두까기 인형과 4개의 왕국,20189843,19781,772,NULL,287426
20181212~20181212,부탁 하나만 들어줘,20182082,17216,1506,173603800,21570
20181212~20181212,모털 엔진,20178825,7576,426,2122236419,241039
20181212~20181212,완벽한 타인,20177538,6139,385,NULL,5241284
20181212~20181212,엘리엇과 산타 썰매단,20183685,4865,216,31944300,5228
20181212~20181212,모어 댄 블루,20181764,4049,318,66664000,9091
20181213~20181213,국가부도의 날,20177552,87984,3574,NULL,3071708
20181213~20181213,보헤미안 랩소디,20185485,83962,3074,NULL,7388711
20181213~20181213,도어락,20179230,65151,3168,NULL,1100672
20181213~20181213,스파이더맨: 뉴 유니버스,20183238,36083,2609,730055050,92159
20181213~20181213,호두까기 인형과 4개의 왕국,20189843,16136,723,NULL,303562
20181213~20181213,부탁 하나만 들어줘,20182082,14002,1399,288413950,35572
20181213~20181213,완벽한 타인,20177538,6564,362,NULL,5247848
20181213~20181213,모털 엔진,20178825,6052,370,NULL,247091
20181213~20181213,엘리엇과 산타 썰매단,20183685,4369,218,57410100,9597
20181213~20181213,성난황소,20184481,3079,151,NULL,1583781
20181214~20181214,보헤미안 랩소디,20185485,114156,3299,NULL,7502867
20181214~20181214,국가부도의 날,20177552,106108,3766,NULL,3177816
20181214~20181214,도어락,20179230,88605,3214,NULL,1189277
20181214~20181214,스파이더맨: 뉴 유니버스,20183238,51009,2505,1157152113,143168
20181214~20181214,호두까기 인형과 4개의 왕국,20189843,22364,779,NULL,325926
20181214~20181214,부탁 하나만 들어줘,20182082,14886,1277,423258972,50458
20181214~20181214,스윙키즈,20175547,9804,354,296634400,37733
20181214~20181214,마약왕,20168773,7189,34,68744000,7197
20181214~20181214,완벽한 타인,20177538,6053,343,NULL,5253901
20181214~20181214,모털 엔진,20178825,5725,331,NULL,252816
20181215~20181215,보헤미안 랩소디,20185485,227048,3678,NULL,7729915
20181215~20181215,국가부도의 날,20177552,187005,3968,NULL,3364821
20181215~20181215,도어락,20179230,128392,3250,NULL,1317669
20181215~20181215,스파이더맨: 뉴 유니버스,20183238,127349,2500,NULL,270517
20181215~20181215,호두까기 인형과 4개의 왕국,20189843,44601,831,NULL,370527
20181215~20181215,스윙키즈,20175547,30951,705,568608900,68684
20181215~20181215,런닝맨 : 풀룰루의 역습,20183745,22258,701,1199872700,158281
20181215~20181215,부탁 하나만 들어줘,20182082,20254,1007,609257238,70712
20181215~20181215,엘리엇과 산타 썰매단,20183685,15243,400,200837500,28969
20181215~20181215,완벽한 타인,20177538,8636,299,NULL,5262537
20181216~20181216,보헤미안 랩소디,20185485,212584,3632,NULL,7942499
20181216~20181216,국가부도의 날,20177552,171177,3878,NULL,3535998
20181216~20181216,스파이더맨: 뉴 유니버스,20183238,119810,2513,NULL,390327
20181216~20181216,도어락,20179230,109723,3147,NULL,1427392
20181216~20181216,호두까기 인형과 4개의 왕국,20189843,37898,815,NULL,408425
20181216~20181216,스윙키즈,20175547,32305,703,854433500,100989
20181216~20181216,런닝맨 : 풀룰루의 역습,20183745,22428,706,1378160850,180709
20181216~20181216,부탁 하나만 들어줘,20182082,16789,914,764048438,87501
20181216~20181216,엘리엇과 산타 썰매단,20183685,14179,417,314597500,43148
20181216~20181216,완벽한 타인,20177538,8084,297,NULL,5270621
20181217~20181217,보헤미안 랩소디,20185485,79174,3588,NULL,8021673
20181217~20181217,국가부도의 날,20177552,63357,3847,NULL,3599355
20181217~20181217,도어락,20179230,42787,3085,NULL,1470179
20181217~20181217,스파이더맨: 뉴 유니버스,20183238,33838,2353,NULL,424165
20181217~20181217,호두까기 인형과 4개의 왕국,20189843,11845,763,NULL,420270
20181217~20181217,부탁 하나만 들어줘,20182082,9066,1038,838428438,96567
20181217~20181217,완벽한 타인,20177538,4909,349,NULL,5275530
20181217~20181217,마약왕,20168773,4166,19,102906000,11363
20181217~20181217,스윙키즈,20175547,3086,17,880873800,104075
20181217~20181217,엘리엇과 산타 썰매단,20183685,2498,177,329593200,45646
20181218~20181218,보헤미안 랩소디,20185485,86685,3610,NULL,8108358
20181218~20181218,국가부도의 날,20177552,64550,3785,NULL,3663905
20181218~20181218,도어락,20179230,42846,3025,NULL,1513025
20181218~20181218,스파이더맨: 뉴 유니버스,20183238,39170,2334,NULL,463335
20181218~20181218,말모이,20184105,22785,116,121153000,23048
20181218~20181218,호두까기 인형과 4개의 왕국,20189843,13509,756,NULL,433779
20181218~20181218,부탁 하나만 들어줘,20182082,9748,1031,918150738,106315
20181218~20181218,마약왕,20168773,7596,33,148090000,18959
20181218~20181218,아쿠아맨,20180290,5259,21,50599000,5801
20181218~20181218,완벽한 타인,20177538,5090,349,NULL,5280620
20181219~20181219,마약왕,20168773,250106,5300,NULL,269065
20181219~20181219,아쿠아맨,20180290,145383,3839,1280267100,151184
20181219~20181219,스윙키즈,20175547,102502,3669,1698798800,211208
20181219~20181219,보헤미안 랩소디,20185485,43581,1118,NULL,8151939
20181219~20181219,국가부도의 날,20177552,12265,445,NULL,3676170
20181219~20181219,그린치,20182421,11938,815,112695500,16108
20181219~20181219,말모이,20184105,11570,50,179003000,34618
20181219~20181219,극장판 포켓몬스터 모두의 이야기,20183375,6992,373,64643450,8618
20181219~20181219,스파이더맨: 뉴 유니버스,20183238,6511,190,NULL,469846
20181219~20181219,도어락,20179230,6138,233,NULL,1519163
20181220~20181220,마약왕,20168773,185432,5300,NULL,454497
20181220~20181220,아쿠아맨,20180290,132636,3916,NULL,283820
20181220~20181220,스윙키즈,20175547,78455,3519,NULL,289663
20181220~20181220,보헤미안 랩소디,20185485,44439,1165,NULL,8196378
20181220~20181220,그린치,20182421,20348,876,240639050,36456
20181220~20181220,국가부도의 날,20177552,10177,436,NULL,3686347
20181220~20181220,말모이,20184105,10133,41,235668000,44751
20181220~20181220,스파이더맨: 뉴 유니버스,20183238,8345,222,NULL,478191
20181220~20181220,도어락,20179230,5868,231,NULL,1525031
20181220~20181220,호두까기 인형과 4개의 왕국,20189843,4380,146,NULL,444191
20181221~20181221,마약왕,20168773,182926,5336,NULL,637423
20181221~20181221,아쿠아맨,20180290,181806,4146,NULL,465626
20181221~20181221,스윙키즈,20175547,94342,3478,NULL,384005
20181221~20181221,보헤미안 랩소디,20185485,58848,1374,NULL,8255226
20181221~20181221,그린치,20182421,19125,837,371522400,55581
20181221~20181221,PMC: 더 벙커,20170658,12731,67,153657500,19609
20181221~20181221,스파이더맨: 뉴 유니버스,20183238,11593,281,NULL,489784
20181221~20181221,국가부도의 날,20177552,10857,415,NULL,3697204
